"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"14117","7nLhB3qajGwq4HvOCsGT5A","IL Ritorno","449 Central Ave, Ste 101","St Petersburg","FL","33701","27.77134"," -82.63951","4.5"," 252","1","'no'"," 'street': True","True","None","False","False"
"14137","H26zRyQkXXYzUZUOtppFcA","Green Lemon","915 S Howard Ave","Tampa","FL","33606","27.93462"," -82.48316","4.5","1166","1","u'free'"," 'street': False","True","False","True","True"
"14140","7L0WAmZ0fP5hKzdhVAkIhQ","Curry Leaves Indian Cuisine","4843 W Kennedy Blvd","Tampa","FL","33609","27.94524"," -82.52586","4.5"," 695","1","u'free'"," 'street': False","False","True","True","True"
"14148","S-pwdOmtIPL2UCjQEvKROg","Fodder & Shine","5910 N Florida Ave","Tampa","FL","33604","28.00096"," -82.45975","3.5"," 257","0","u'free'"," 'street': False","True","True","True","False"
"14156","UWB_Oi9dkPwXfhYgFMnjsw","Pinky's","3203 W Bay To Bay Blvd","Tampa","FL","33629","27.91989"," -82.49549","4.0"," 625","1","u'free'"," 'street': True","False","True","False","True"
"14167","eUcELoQV3rBt4TpS6DO14g","Siri's Gourmet Burgers & Pizza","2813 Beach Blvd S","Gulfport","FL","33707","27.74176"," -82.70809","4.0"," 126","1","u'free'"," 'street': True","False","True","True","True"
"14183","4LwPuqOb-0PIDxxxrts9rg","Sola Bistro & Wine Bar","6700 Gulf Blvd","St Pete Beach","FL","33706","27.73706"," -82.74852","4.5"," 205","1","u'free'"," 'street': True","False","None","True","True"
"14237","XvFN7YQ-b6QjAAhAiEPW1g","Boston's Restaurant & Sports Bar","9316 Anderson Road","Tampa","FL","33634","28.03456"," -82.54214","3.5","  66","0","u'free'"," 'street': False","True","True","True","True"
"14253","oskXqC-K0AFLtgbTA4D3gQ","Sab Cafe","111 2nd Ave NE, Ste 100","Saint Petersburg","FL","33701","27.77340"," -82.63425","4.0"," 199","1","u'free'"," 'street': True","False","True","True","True"
"14286","","","","","","","","","","","","","","","","",""
"14287","KV5djUZnuPyWiLViMwjF_A","Sakura Japanese Steak House and Sushi Bar","10722 Big Bend Rd","Riverview","FL","33579","27.79281"," -82.33088","3.5"," 224","1","'no'"," 'street': False","True","False","True","True"
"14295","15:0-22:0","15:0-22:0","12:0-0:0","12:0-0:0","12:0-20:0","","","","","","","","","","","",""
"14318","BxFWkJsm5A0lz7C_BFDm4Q","Council Oak Steaks & Seafood","5223 Orient Rd","Tampa","FL","33610","27.99168"," -82.37239","4.0"," 322","1","u'no'"," 'street': False","True","None","True","False"
"14348","","","","","","","","","","","","","","","","",""
"14381","AL39YBhLIOc0jwBH-W-6sQ","Jerk Hut","207 E Twiggs St","Tampa","FL","33602","27.94884"," -82.45916","3.5","  58","0","'free'"," 'street': True","True","True","True","True"
"14383","GgcDDkFQuCU5puBqq0lImQ","Little Greek Restaurant","10801 Starkey Rd, Ste 11","Largo","FL","33777","27.87188"," -82.76019","3.5","  81","1","'no'"," u'garage': None","False","True","True","True"
"14389","9dL1rsPANYr-71hdwoY-CA","Desi Tadka Indian Cuisine","3780 Tampa Rd, Ste D2","Oldsmar","FL","34677","28.04241"," -82.67776","4.0"," 169","1","u'free'"," 'street': False","False","False","True","True"
"14403","Ck4xeKZMiqZsaCcB-78yEA","Mellow Mushroom - Clearwater","2630 Gulf To Bay Blvd","Clearwater","FL","33759","27.96116"," -82.72852","4.0"," 407","1","'free'"," 'street': False","True","True","True","True"
"14406","8:0-1:0","8:0-1:0","8:0-1:0","8:0-1:0","7:0-1:0","7:0-1:0","","","","","","","","","","",""
"14416","VTJaTUZ91_OEASP9RFMK0A","Harold Seltzer's Steakhouse","9409 US Hwy 19, Ste 493","Port Richey","FL","34668","28.29464"," -82.71140","3.5"," 176","1","'free'"," 'street': False","True","True","True","True"
"14443","Jxe_xzKI4vFNHG_mG-04jg","Margaritas Mexican Restaurant","209 E Davis Blvd","Tampa","FL","33606","27.92723"," -82.45335","3.0"," 170","1","u'free'"," 'street': True","True","True","True","True"
"14444","2y09RYmTXDpGkfqysvNPXQ","Toast-Citrus Park","8552 Gunn Hwy","Odessa","FL","33556","28.08603"," -82.58041","4.0","  96","1","u'no'"," 'street': False","False","True","False","True"
"14447","91blzx04W33_6X10utbMfg","Five Bucks Drinkery","247 Central Ave","St. Petersburg","FL","33701","27.77147"," -82.63642","4.0"," 300","1","'free'"," 'street': True","True","True","True","True"
"14452","7PfzN9GmM-Yndv8bIjlwJw","Leo's Italian Grill","33286 US 19 N","Palm Harbor","FL","34683","28.07478"," -82.73953","2.5"," 100","1","u'free'"," 'street': False","True","True","True","True"
"14464","9PkzlXctcfV7p6TSpsAJ3Q","Blue Torch Cigars & Winery","5908 N Armenia Ave, Ste 400","Tampa","FL","33603","28.00120"," -82.48495","4.5","  20","1","u'free'"," 'street': False","True","True","True","False"
"14465","10:0-22:0","10:0-22:0","10:0-22:0","10:0-0:0","10:0-0:0","10:0-22:0","","","","","","","","","","",""
"14469","mVjKb4-y9VPWp38CBim4sg","Aki Sushi","3970 Tampa Rd","Oldsmar","FL","34677","28.03645"," -82.65944","4.0"," 156","1","u'free'"," 'street': False","True","False","True","True"
"14473","DMkMRN9xnIrtU0FMsxmALg","Islands Pizza","235 E Davis Blvd","Tampa","FL","33606","27.92663"," -82.45305","3.0"," 143","1","'free'"," 'street': True","True","True","True","True"
"14474","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","","","","","","","","","","","",""
"14489","x-u3I8BseQF5hyOpd_tTSw","Skipper's Smokehouse","910 Skipper Rd","Tampa","FL","33613","28.08097"," -82.45059","3.5"," 324","1","u'free'"," 'street': False","True","True","True","True"
"14516","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","","","","","","","","","","",""
"14519","QU3cET055Ewld3x_bxEtqw","The Blind Tiger Cafe - Seminole Heights","4304 N Florida Ave","Tampa","FL","33604","27.98472"," -82.45965","4.5","  73","1","u'free'"," 'street': False","False","False","False","True"
"14525","iHl6BRyves2YOlUfDdUkYw","Sonic Drive-In","10033 Balm Riverview Rd","Riverview","FL","33569","27.85463"," -82.31506","2.5","  22","1","u'no'"," 'street': False","False","True","True","True"
"14545","4z6HgjucE78RrbfwDqtGkg","Jimmy John's","750 4th St N","St. Petersburg","FL","33701","27.78006"," -82.63874","2.5","  33","1","u'no'"," 'street': None","False","False","True","True"
"14552","","","","","","","","","","","","","","","","",""
"14569","TVv-Rijul-b1GoIZ_zq-7Q","Pascal's Artisan Bistro & Gourmet Coffee","241 E Davis Blvd","Tampa","FL","33606","27.92649"," -82.45299","4.5","  62","0","u'free'"," 'street': True","False","True","False","True"
"14594","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-1:0","11:0-23:0","","","","","","","","","","",""
"14602","O01R-G6g5Ft8iwgy7I6jwg","Hotel Bar","200 N Tampa St","Tampa","FL","33602","27.94616"," -82.45839","4.5"," 142","1","'free'"," 'street': True","True","None","False","False"
"14605","OW9DqtmkFft-RjHCQS2Lcg","Carmelitas","8526 Old County Rd 54","New Port Richey","FL","34653","28.21630"," -82.67402","3.5"," 115","1","u'no'"," 'street': False","True","False","True","True"
"14620","LJRcRuErc52keHjQLBBLsg","The Brown Boxer Pub and Grille","483 Mandalay Ave","Clearwater Beach","FL","33767","27.98183"," -82.82681","3.5"," 290","1","'free'"," 'street': True","True","True","True","True"
"14622","yNCFucjmzObzUI7X3Ql_lw","Moreno Bakery","737 W Brandon Blvd","Brandon","FL","33511","27.93614"," -82.29504","4.0"," 588","1","'no'"," 'street': False","False","None","False","True"
"14627","JzUFlsQh5jWG0AHD0V8pIQ","Chubby's Super Subs & Pizza","5023 Bayshore Blvd","Tampa","FL","33611","27.89138"," -82.48583","3.5"," 111","1","u'no'"," 'street': False","False","False","True","True"
"14633","1E3PYHrVVqR6D_bYt49Lhg","The Cider Press","3118 3rd Ave N","St Petersburg","FL","33713","27.77440"," -82.67589","4.0"," 590","1","u'free'"," u'garage': False","True","True","True","True"
"14634","12:0-1:0","11:0-16:0","12:0-1:0","12:0-1:0","12:0-1:0","","","","","","","","","","","",""
"14638","tJRqP1scsqrDatoAoD_DTQ","Candor Grille","10150 Highland Manor Dr, Ste 110","Tampa","FL","33610","27.98403"," -82.33265","5.0","  27","1","u'free'"," 'street': False","False","True","True","False"
"14646","","","","","","","","","","","","","","","","",""
"14647","pRF-yUpOG2YbzA767CLqQQ","Rice and Beans","27405 Wesley Chapel Blvd","Wesley Chapel","FL","33544","28.23911"," -82.36268","4.0"," 448","1","u'free'"," 'street': False","False","True","True","True"
"14652","8FRpZwJgsNhvn3r26cTXXQ","Tequila's Mexican Grill & Cantina","422 Cleveland St","Clearwater","FL","33755","27.96579"," -82.80033","3.5"," 228","1","u'free'"," 'street': True","True","True","True","True"
"14662","_gjnKJVv_99LzHLDICdxyA","Portofino Italian Ristorante","5035 34th St S","Saint Petersburg","FL","33711","27.72179"," -82.68077","4.0","  89","1","u'free'"," 'street': False","False","True","False","True"
"14688","","","","","","","","","","","","","","","","",""
"14695","yYqyKlC3owqfya81hw_dWw","Madeleina Cottage Restaurant","357 Corey Ave","St. Pete Beach","FL","33706","27.74240"," -82.74979","4.0","  20","0","'free'"," 'street': True","True","True","True","True"
"14699","WZm72JqVRfpw2Pu3vag9gw","Hot Tuna Sushi Bar & Grille","3689 Tampa Rd, Ste 302B","Oldsmar","FL","34677","28.04502"," -82.68082","4.5"," 317","1","'no'"," 'street': False","True","False","True","True"
"14701","ZOBR5vCG0QNJsGnucs2vWw","The Cafe at Waterford","7650 W Courtney Campbell Cswy, Ste 285","Tampa","FL","33607","27.96697"," -82.56733","5.0","  75","1","u'free'"," 'street': False","False","False","True","True"
"14735","O9I8HKV45a9PbjujKSa_YA","The Cove","3192 Shoal Line Blvd","Hernando Beach","FL","34607","28.47806"," -82.65000","4.0"," 157","0","'no'"," 'street': False","True","True","True","True"
"14744","fQw6HUbqivgyHR4rb1FhWg","Mastry's","233 Central Ave","Saint Petersburg","FL","33701","27.77149"," -82.63626","4.0","  41","1","'no'"," u'garage': None","True","True","True","False"
"14766","Pcyx4NFLTKRF5bdynKI9Pg","Windward Bar and Grill","282 Windward Passage","Clearwater Beach","FL","33767","27.97760"," -82.81744","4.5","  80","1","'free'"," 'street': False","True","True","True","True"
"14783","f_E5dlBz-78uL8tTQYNPew","Cena","1208 E Kennedy Blvd","Tampa","FL","33602","27.95119"," -82.44777","4.0"," 230","1","u'free'"," 'street': True","True","True","False","False"
"14791","ng457WGt-tpVIAISMNN3HQ","The Brunchery","4389 Lynx Paw Trl","Valrico","FL","33596","27.87639"," -82.22282","4.0"," 306","1","u'no'"," 'street': False","False","True","True","True"
"14803","zj6wDLKIl4rrHcAWgb6oqw","Three Birds Tavern","1492 4th St N","St. Petersburg","FL","33704","27.78668"," -82.63885","3.5"," 407","1","'free'"," 'street': True","True","True","True","True"
"14830","QaSzJxpN9kTWVLRP9ls2mg","Midtown Sundries","200 1st Ave S","St. Petersburg","FL","33701","27.77020"," -82.63582","3.0","  37","0","u'free'"," 'street': True","True","True","True","True"
"14841","mDTJ6OVTQhBk6b_wK32YfA","Taco Bus","505 S Gulfview Blvd","Clearwater","FL","33767","27.96824"," -82.82840","4.0"," 168","1","u'free'"," 'street': True","True","True","True","True"
"14859","BjneVRycy6ffH0nxQS7KSw","Cracker Barrel Old Country Store","5636 Oakley Blvd","Wesley Chapel","FL","33544","28.23889"," -82.35413","3.5"," 107","1","u'no'"," 'street': False","False","False","False","True"
"14875","J3g66wKek-2FTCotE7em5w","Cody's Original Roadhouse","3101 Commercial Way","Spring Hill","FL","34606","28.47606"," -82.61453","3.0"," 128","1","u'no'"," 'street': False","True","False","True","True"
"14878","v1clA_3XNKcU_OWdyN1jvg","Gianni's Pizza","7107 Clark St","Hudson","FL","34667","28.36078"," -82.69726","4.0","  43","1","u'no'"," 'street': False","False","False","False","True"
"14881","w2aRLfmCtvtuHIexk08gYA","Zim Zari","3230 Little Rd","Trinity","FL","34655","28.20503"," -82.66282","4.5"," 445","1","'free'"," 'street': False","True","True","True","True"
"14891","0:0-0:0","7:0-22:0","7:0-22:0","9:0-18:0","7:0-22:0","10:0-22:0","7:0-17:0","","","","","","","","","",""
"14893","ubpRV4rohBozNn3CB2BrDA","Capital Tacos","119 W Bloomingdale Ave","Brandon","FL","33511","27.89318"," -82.28721","4.0"," 340","1","u'free'"," 'street': False","True","True","False","True"
"14899","TzqkyPTnK7dtHxnvgyn_4Q","Pipo's Restaurant","7233 W Hillsborough Ave","Tampa","FL","33634","27.99667"," -82.56101","4.0","  94","1","u'free'"," 'street': False","False","True","False","True"
"14902","kK8Qx7LEwRcsTaz3d2HQ2Q","Shrimp Boat","716 W Lumsden Rd","Brandon","FL","33511","27.89397"," -82.26861","4.0","  65","0","u'no'"," 'street': False","True","True","True","True"
"14912","zjqh_qoBS1BWVSbC51BNjw","Piccola Italia Bistro","2140 W Dr Martin Luther King Jr Blvd","Tampa","FL","33607","27.98103"," -82.48221","4.5"," 289","1","'no'"," 'street': False","False","None","False","False"
"14917","hp9h_Cq-W0ki7JMArSvYSQ","Jack's London Grill","1050 62nd Ave N","St Petersburg","FL","33702","27.82810"," -82.64917","4.5"," 465","1","u'no'"," 'street': False","True","True","True","True"
"14946","mtpbu6J2Jg7RkmTSEEXtFQ","Miller's Ale House","2108 E Fowler Ave","Tampa","FL","33612","28.05508"," -82.43753","4.0"," 173","1","'free'"," 'street': False","True","True","True","True"
"14953","V_u1cwxhVH47PvG6_5RMAw","Buffalo Wild Wings","21688 US Highway 19 N","Clearwater","FL","33765","27.96959"," -82.73075","2.5"," 126","1","u'free'"," 'street': False","True","True","True","True"
"14959","bxn-Q2gHLttkUDP9Q4tKbQ","Mekenita Mexican Grille","17623 Dale Mabry Hwy N","Lutz","FL","33548","28.12430"," -82.50095","4.0"," 163","0","'free'"," 'street': False","True","True","False","True"
"14961","NHUEUVm5VfkbBwGrXOtitw","Brian's Place","3430 Shoal Line Blvd","Hernando Beach","FL","34607","28.48150"," -82.64993","4.0"," 229","1","u'no'"," 'street': False","False","True","False","True"
"14964","15:0-2:0","15:0-2:0","15:0-3:0","15:0-3:0","12:0-3:0","12:0-1:0","","","","","","","","","","",""
"14998","PRG-_3mhWa6r3pUFZVlSOQ","BrightSide Artisan Comfort Cafe","204 N Morgan St","Tampa","FL","33602","27.94735"," -82.45513","4.5","  45","1","'free'"," 'street': True","False","True","True","True"
"15005","7Cecref3HqLLpVLhMB1oTQ","Thai Mama","8130 W Waters Ave, Ste 100","Tampa","FL","33615","28.02534"," -82.57134","4.5"," 141","1","u'free'"," 'street': False","False","False","False","True"
"15026","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","9:0-17:0","","","","","","","","","","","",""
"15031","7U7RauxQC439NNwLHodZ6A","Whiskey Joe's Bar & Grill - Port Richey","7835 Bayview St","Port Richey","FL","34668","28.27128"," -82.72575","3.5"," 355","1","'no'"," 'street': False","True","True","True","True"
"15049","9Ti9wdW4CGlF2b_ZuvtpdQ","Bar Asia","122 S Howard Ave","Tampa","FL","33606","27.94345"," -82.48280","3.5","  53","0","'free'"," 'street': False","True","True","True","True"
"15052","3Y2T7lPYmmCMiYzT4a4Xqg","China Dragon","9840 Little Rd","New Port Richey","FL","34654","28.29809"," -82.67065","3.0","  17","1","u'free'"," 'street': False","False","False","False","True"
"15054","bnX0V6v2Iy6j-Py8uyMaxQ","Cristino's Coal Oven Pizza & Restaurant","1701 E 8th Ave","Tampa","FL","33605","27.96096"," -82.44046","4.0"," 111","0","'free'"," 'street': True","True","True","True","True"
"15060","","","","","","","","","","","","","","","","",""
"15062","c7we_ipZEEQqeUoRbIoWAg","Anclote Brew","735 Dodecanese Blvd, Unit 50","Tarpon Springs","FL","34689","28.15530"," -82.76073","4.5","  65","1","u'free'"," 'street': True","True","True","True","False"
"15083","","","","","","","","","","","","","","","","",""
"15086","R3rHtD5-NW-iEzZ9ETlsUA","Madeira Beach Snack Shack","15100 Gulf Blvd","Madeira Beach","FL","33708","27.80165"," -82.80278","3.5"," 103","1","u'no'"," 'street': False","True","True","True","True"
"15087","8:0-21:0","8:0-21:0","8:0-21:0","8:0-21:0","8:0-21:0","","","","","","","","","","","",""
"15095","","","","","","","","","","","","","","","","",""
"15104","jA7MZB1aMgQaiNzIdhkwZg","Umami Sushi","17677 N Dale Mabry Hwy","Lutz","FL","33548","28.12648"," -82.50091","4.5"," 317","1","u'free'"," 'street': False","False","None","False","True"
"15110","-oLUNNkVi0Wdikuc4LlQ_Q","Sabor Paisa Restaurant","7006 Hanley Rd","Tampa","FL","33634","28.01403"," -82.56289","4.0","  15","1","'free'"," 'street': False","True","False","True","True"
"15112","jOFKJeJgIuY2Amun8QOlXg","Frankies","909 W Kennedy Blvd","Tampa","FL","33606","27.94504"," -82.46915","3.0","  21","0","u'no'"," 'street': False","True","True","True","True"
"15125","AYp1Sn7J8WeOSniFNk1pHg","JusThai","3201 Fourth St N","Saint Petersburg","FL","33704","27.80154"," -82.63818","2.5","  87","0","u'free'"," 'street': False","False","True","False","True"
"15126","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-21:0","","","","","","","","","","","",""
"15141","mAhrJgrj5ydEl4FK5yqJeg","Istanblu Restaurant & Grill","1919 E 7th Ave","Tampa","FL","33605","27.96004"," -82.43723","3.5","  83","0","u'free'"," 'street': True","True","True","True","True"
"15143","DAIq30vdJ3UTkodPrj1tsA","Hennessey's","3980 Tampa Rd","Oldsmar","FL","34677","28.03665"," -82.65784","3.5","  19","1","u'free'"," 'street': False","True","False","True","False"
"15144","8:0-3:0","8:0-3:0","8:0-3:0","8:0-3:0","8:0-3:0","","","","","","","","","","","",""
"15165","12:0-2:0","12:0-2:0","18:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","","","","","","","","","","",""
"15176","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","8:30-23:0","8:30-21:30","","","","","","","","","","",""
"15178","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-1:0","","","","","","","","","","",""
"15179","8-jBekH0ZSPapCmw1mZY9Q","Nam's Sushi 54","7119 Florida 54","New Port Richey","FL","34653","28.21817"," -82.69665","4.5"," 116","1","u'free'"," 'street': False","False","False","True","True"
"15190","sBquL4QKMhTKPL2moFF2GA","Russo's New York Pizzeria - Clearwater","2233 Gulf To Bay Blvd","Clearwater","FL","33765","27.96005"," -82.74434","3.5"," 207","1","u'free'"," 'street': False","True","True","True","True"
"15244","jacAaeM-PLorKxy0YAfEWw","Subs N Such","14603 Livingston Ave","Lutz","FL","33559","28.08076"," -82.43018","4.5","  62","1","u'no'"," 'street': False","False","False","False","True"
"15249","_zA3_LAztT_qJ5IVLHaNbA","Seminole Heights General Store","5420 N Florida Ave","Tampa","FL","33604","27.99678"," -82.45973","4.0","  63","1","u'no'"," 'street': False","True","True","True","True"
"15264","5jrEg0SYV5gnCHXnGzvC4g","Mity Nice Cafe","3700 Ulmerton Rd, Ste 105","Clearwater","FL","33762","27.89324"," -82.68452","4.0"," 109","1","u'free'"," 'street': False","False","False","False","True"
"15272","ThTnNQEhYGpgfU6hdKeuzg","Commandough's","5841 Gall Blvd","Zephyrhills","FL","33542","28.24243"," -82.18745","4.0","  72","1","u'free'"," u'garage': False","True","True","True","True"
