,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81307,hVFq142aOK_IHh23b-Bg1w,Star Rug Cleaners,26 E Cota St,Santa Barbara,CA,93101,34.41847,-119.6959,3,11,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional Services, Local Services, Carpet Cleaning, Home Cleaning, Home Services",0:0-0:0,8:0-17:0,8:0-17:0,8:0-14:0,8:0-17:0,8:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81318,X9oZqYeosY7sClqHpSkY8g,Luigi Crisa Plumbing,,Santa Barbara,CA,93105,34.42083,-119.69819,4.5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contractors, Water Heater Installation/Repair, Water Purification Services, Plumbing, Home Services",8:0-21:0,8:0-21:0,8:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,8:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81355,sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,"1213 State St, Ste A",Santa Barbara,CA,93101,34.42343,-119.70527,4.5,95,1,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,u'free',{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,TRUE,TRUE,TRUE,FALSE,NA,u'beer_and_wine',NA,NA,{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False},FALSE,NA,NA,NA,NA,FALSE,u'no',{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False},NA,NA,{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False},FALSE,NA,NA,NA,NA,NA,NA,NA,"Bars, Tacos, Mexican, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Restaurants",0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,,,,,
81356,prcDE-bm463NIptThbYCIA,"Jeffrey A. Stratford-Jones, DDS","5370 Hollister Ave, Ste E",Santa Barbara,CA,93111,34.43511,-119.81032,4,37,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Dentists, General Dentistry, Orthodontists, Cosmetic Dentists",0:0-0:0,9:0-17:0,9:0-18:0,9:0-17:0,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81373,Ygjm8DI291yE05TrRwyXlg,Lice Rescue,,Santa Barbara,CA,93107,34.42,-119.7,5,6,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lice Services, Health & Medical",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81374,pY7sJaoiOrec5ksnu5Y6sw,"Roseman L  Margot, MD","15 E Arrellaga St, Ste 2",Santa Barbara,CA,93101,34.42771,-119.70922,3,9,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Doctors",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81377,8YIQYGj7uPaMkWEc1jlhAg,Sadie Skin Care,315 Meigs Rd,Santa Barbara,CA,93109,34.40079,-119.72268,5,6,0,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hair Removal, Beauty & Spas, Tanning, Skin Care",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
81432,cQDwJjslebJv5Co7gCm2Yw,Cafe Ana,1201 Anacapa St,Santa Barbara,CA,93101,34.42438,-119.70357,4,91,0,FALSE,TRUE,TRUE,2,NA,TRUE,TRUE,NA,NA,{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,TRUE,TRUE,FALSE,TRUE,NA,u'beer_and_wine',NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False},TRUE,NA,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,u'no',{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False},FALSE,NA,{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False},NA,NA,NA,NA,NA,NA,NA,NA,"Donuts, Wine Bars, Bars, Breakfast & Brunch, Bakeries, American (New), Nightlife, Food, Coffee & Tea, Restaurants, Cafes",NA,NA,NA,NA,NA,NA,NA
81457,OK9oMtAqZ2w5a6SzSKUsug,SB Party Limo,,Santa Barbara,CA,93111,34.46308,-119.80629,2,9,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Party Bus Rentals, Event Planning & Services, Wine Tours, Tours, Limos, Transportation, Hotels & Travel",7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81478,HqSUgwk_XNRRuz1we_w_Eg,Sweet Jane,6529 Trigo Rd,Goleta,CA,93117,34.41104,-119.85508,4.5,9,1,NA,TRUE,TRUE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Arts & Crafts, Women's Clothing, Costumes, Event Planning & Services, Children's Clothing, Head Shops, Fashion, Accessories, Party Supplies, Tobacco Shops",NA,NA,NA,14:0-17:0,14:0-17:0,13:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
81516,#NAME?,Goodland Kitchen,231 S Magnolia Ave,Goleta,CA,93117,34.43543,-119.82804,3.5,110,0,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,TRUE,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True},FALSE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Local Services, Farmers Market, Professional Services, American (New), Restaurants, Shopping",7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,NA,NA,,,,,,,,,,,,
81532,lTmjhP7gYK3DYZW33qkHPg,Famous Nails,"6831 Hollister Ave, Ste G",Goleta,CA,93117,34.42968,-119.86702,4,91,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nail Salons, Beauty & Spas",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
81555,EEwmN2uP1PmOyxpTstSIxA,Fernando's Churros,827 E Montecito St,Santa Barbara,CA,93101,34.42434,-119.68324,4.5,40,1,NA,TRUE,FALSE,1,NA,TRUE,TRUE,TRUE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,FALSE,NA,u'none',NA,NA,NA,NA,TRUE,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Restaurants, Food, Breakfast & Brunch, Delis, Food Trucks",NA,16:0-19:0,16:0-19:0,16:0-19:0,16:0-19:0,NA,8:0-19:0,,,,,,,,,,,,,,,,,,,,
81564,ea1KaViqUXexSuGTxXlexA,Tomiko Taft,,Santa Barbara,CA,93101,34.42033,-119.71075,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makeup Artists, Beauty & Spas",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81573,zttPNNUD5QCxm__L39DAmg,Marjorie Luke Theater,721 E Cota St,Santa Barbara,CA,93103,34.42718,-119.6894,3.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts & Entertainment, Event Planning & Services, Party & Event Planning, Performing Arts",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81590,3fsHG7UEcEI5TKynj9xloQ,ADT Security Services,5511 Ekwill St,Goleta,CA,93111,34.4297,-119.81882,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fire Protection Services, Security Systems, Home Automation, Home Services",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81635,OqBMs5boXUsKAEfdkv8jHg,Express,621 Paseo Nuevo,Santa Barbara,CA,93101,34.41844,-119.6996,3,9,0,NA,TRUE,NA,3,NA,NA,NA,NA,NA,{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Women's Clothing, Shopping, Accessories, Fashion",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
81702,Y_ydDIzT0iEnenzyFqhT2g,On The Glo,,Santa Barbara,CA,93101,34.42033,-119.71075,5,17,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty & Spas, Tanning, Skin Care, Spray Tanning, Tanning Beds",8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
81704,B1mZ8PEh4JYCTElXFVg8kQ,Poe and Co,,Santa Barbara,CA,93108,34.43814,-119.61514,4.5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Food Delivery Services, Food, Personal Chefs, Caterers",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81713,uoeorCGGYUYDV8S2A8e8EQ,Montecito Barbers,"1028 Coast Village Rd, Ste B",Santa Barbara,CA,93108,34.42277,-119.65165,5,15,1,TRUE,FALSE,TRUE,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbers, Beauty & Spas",0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
81742,pJpNhr4Ikoz_2OHOjB8OmQ,Massage Envy - Santa Barbara,136 S Hope Ave,Santa Barbara,CA,93105,34.43686,-119.74852,3,69,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin Care, Health & Medical, Massage Therapy, Beauty & Spas, Day Spas, Massage",0:0-0:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
81805,k27OsQ3Bwpkr_cZkS2BO2A,Yen Ching Restaurant,2840 De La Vina St,Santa Barbara,CA,93105,34.43762,-119.72623,2.5,44,0,FALSE,TRUE,FALSE,2,NA,TRUE,TRUE,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,FALSE,FALSE,TRUE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buffets, Restaurants, Chinese",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,
81850,YL50DFkSKhVFyfKZgYQA8Q,Simply Pies,5392 Hollister Ave,Goleta,CA,93111,34.43536,-119.81231,4,58,0,NA,TRUE,TRUE,2,NA,NA,FALSE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Restaurants, Bakeries",NA,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,10:0-17:30,NA,,,,,,,,,,,,,,,,,,,,,,,,,
81877,ssSCe3s_mlzUP4XKmbT0WQ,CorePower Yoga,3889 La Cumbre Plaza Ln,Santa Barbara,CA,93105,34.43899,-119.75002,3.5,6,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Fitness & Instruction, Yoga",0:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
81878,#NAME?,NALS Apartment Homes,"920 Garden St, Ste A",Santa Barbara,CA,93101,34.42432,-119.69761,1.5,7,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartments, Real Estate, Investing, Home Services, Financial Services, Property Management",8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81894,COdUE7SfzengH-xRKiw49w,Dance with Thomas,20 W. Calle Laureles,"Santa Barbara,",CA,93105,34.43961,-119.72833,5,8,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dance Studios, Fitness & Instruction, Education, Active Life, Dance Schools, Specialty Schools, Party & Event Planning, Event Planning & Services",NA,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81929,Tguf5q6eFzosB4sGEdg9bA,The New Tahitian,6739 El Colegio Rd,Isla Vista,CA,93117,34.41672,-119.86425,1,5,0,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate, Home Services, Apartments",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81935,wr8-qQYsdesOOYp6R48c8g,Angels Antiques,4846 Carpinteria Ave,Carpinteria,CA,93013,34.40035,-119.51968,4.5,12,1,FALSE,NA,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antiques, Home & Garden, Shopping, Fashion, Home Decor, Used, Vintage & Consignment",NA,NA,NA,NA,10:0-17:0,10:0-17:0,10:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
81955,eXwG0gwxP77cb3f8KDnF5w,Dimauro's Independent Honda Acura Repair,5798 Dawson Ave,Goleta,CA,93117,34.43453,-119.82612,5,68,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oil Change Stations, Automotive, Auto Repair",7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81989,#NAME?,Shear Artistry,"271 N Fairview Ave, Ste 102",Goleta,CA,93117,34.44386,-119.83159,4.5,60,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,"Beauty & Spas, Hair Removal, Waxing, Hair Extensions, Hair Stylists, Nail Salons, Spray Tanning, Hair Salons, Tanning",NA,9:0-17:0,9:30-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
82001,jnDN1GNUqS1Zo5y8sStmbg,The Press Room,15 E Ortega St,Santa Barbara,CA,93101,34.41925,-119.69773,4,111,1,NA,TRUE,TRUE,1,NA,NA,NA,NA,'no',{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,TRUE,FALSE,TRUE,FALSE,NA,'full_bar',NA,NA,{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},NA,TRUE,NA,'average',NA,NA,NA,{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False},FALSE,NA,{u'monday': False, u'tuesday': True, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': True, u'sunday': False},NA,NA,NA,NA,NA,NA,NA,NA,"Nightlife, Sports Bars, Bars",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,,,,,
82008,YsyHm5VNYMCx1wpuTaATmw,Santa Barbara School of Mosaic Art,,Santa Barbara,CA,93110,34.50843,-119.73102,4.5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education, Specialty Schools",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82100,gAtJa5l8DC_IEBIp7ioTMw,The New Black BBQ,,Santa Barbara,CA,93101,34.42305,-119.71081,3.5,12,0,NA,TRUE,NA,2,NA,TRUE,FALSE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbeque, Street Vendors, Restaurants, Food",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
82115,EEkCKh3obNA6hE4D4pNUqQ,Sam's To Go,5979 Hollister Ave,Goleta,CA,93117,34.4358,-119.8303,3.5,7,0,NA,TRUE,NA,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',NA,NA,NA,NA,FALSE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, American (New)",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:30,10:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
82169,YqXy9TEKukf4TF8WcRg_DA,Flores Hardware & Lighting,717 N Milpas St,Santa Barbara,CA,93103,34.42853,-119.68869,3.5,6,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lighting Fixtures & Equipment, Home Services, Fences & Gates",9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82200,RXF5ieYJoGhvyjOUpq5XnQ,Kona Ice of Santa Barbara,,Goleta,CA,93118,34.43976,-119.83012,5,6,1,NA,TRUE,FALSE,4,NA,TRUE,TRUE,TRUE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,'none',NA,NA,NA,NA,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Shaved Ice, Desserts, Caterers, Food Trucks, Event Planning & Services",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,
82204,bkYLkzoMB-FeK7v-A5KROg,Santa Barbara Museum of Natural History Sea Center,211 Stearns Wharf,Santa Barbara,CA,93101,34.40938,-119.68537,4,96,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,u'no',NA,TRUE,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts & Entertainment, Museums, Active Life, Aquariums",0:0-0:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82215,xQcOuNG7KtwjoWKgIBoJ1g,Magellan's Travel Supplies,3317-A State St,Santa Barbara,CA,93105,34.44032,-119.73468,3.5,5,0,NA,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Luggage",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
82227,kPb6uUcWkTFrpjG7f5adWw,Selena Marie Weddings & Events,,Santa Barbara,CA,93105,34.42083,-119.69819,5,9,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Wedding Planning, Party & Event Planning",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-17:0,9:0-19:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
